"placa","estatus","placa_anterior","years_adeudos","years"
"322VPJ","Cuenta con Placa Anterior y Adeudos","729RYP",3,"2021"
"322VPM","Adeudos",NA,6,"2015"
"322VPM","Adeudos",NA,6,"2017"
"322VPM","Adeudos",NA,6,"2018"
"322VPM","Adeudos",NA,6,"2019"
"322VPM","Adeudos",NA,6,"2020"
"322VPM","Adeudos",NA,6,"2021"
"322VPN","Adeudos",NA,3,"2014"
"322VPN","Adeudos",NA,3,"2015"
"322VPN","Adeudos",NA,3,"2021"
"322VPT","Adeudos",NA,6,"2016"
"322VPT","Adeudos",NA,6,"2017"
"322VPT","Adeudos",NA,6,"2018"
"322VPT","Adeudos",NA,6,"2019"
"322VPT","Adeudos",NA,6,"2020"
"322VPT","Adeudos",NA,6,"2021"
"322VPY","Sin adeudos",NA,0,"0"
"322VRB","Cuenta con Placa Anterior y Adeudos","279RED",5,"2017"
"322VRB","Cuenta con Placa Anterior y Adeudos","279RED",5,"2018"
"322VRB","Cuenta con Placa Anterior y Adeudos","279RED",5,"2019"
"322VRB","Cuenta con Placa Anterior y Adeudos","279RED",5,"2020"
"322VRB","Cuenta con Placa Anterior y Adeudos","279RED",5,"2021"
"322VRE","Adeudos",NA,6,"2016"
"322VRE","Adeudos",NA,6,"2017"
"322VRE","Adeudos",NA,6,"2018"
"322VRE","Adeudos",NA,6,"2019"
"322VRE","Adeudos",NA,6,"2020"
"322VRE","Adeudos",NA,6,"2021"
"322VRF","Adeudos",NA,6,"2016"
"322VRF","Adeudos",NA,6,"2017"
"322VRF","Adeudos",NA,6,"2018"
"322VRF","Adeudos",NA,6,"2019"
"322VRF","Adeudos",NA,6,"2020"
"322VRF","Adeudos",NA,6,"2021"
"322VRW","Sin adeudos",NA,0,"0"
"322VRX","Cuenta con Placa Anterior y Adeudos","322VRX",3,"2017"
"322VRX","Cuenta con Placa Anterior y Adeudos","322VRX",3,"2018"
"322VRX","Cuenta con Placa Anterior y Adeudos","322VRX",3,"2019"
"322VSA","Sin adeudos",NA,0,"0"
"322VSB","Adeudos",NA,3,"2019"
"322VSB","Adeudos",NA,3,"2020"
"322VSB","Adeudos",NA,3,"2021"
"322VSC","Adeudos",NA,1,"2021"
"322VSD","Sin adeudos",NA,0,"0"
"322VSG","Adeudos",NA,5,"2017"
"322VSG","Adeudos",NA,5,"2018"
"322VSG","Adeudos",NA,5,"2019"
"322VSG","Adeudos",NA,5,"2020"
"322VSG","Adeudos",NA,5,"2021"
"322VSM","Adeudos",NA,6,"2016"
"322VSM","Adeudos",NA,6,"2017"
"322VSM","Adeudos",NA,6,"2018"
"322VSM","Adeudos",NA,6,"2019"
"322VSM","Adeudos",NA,6,"2020"
"322VSM","Adeudos",NA,6,"2021"
"322VSP","Sin adeudos",NA,0,"0"
"322VST","Adeudos",NA,5,"2017"
"322VST","Adeudos",NA,5,"2018"
"322VST","Adeudos",NA,5,"2019"
"322VST","Adeudos",NA,5,"2020"
"322VST","Adeudos",NA,5,"2021"
"322VSX","Sin adeudos",NA,0,"0"
"322VSY","Cuenta con Placa Anterior y Sin adeudos","322VSY",0,"0"
"322VTE","Cuenta con Placa Anterior y Adeudos","229RJE",6,"2016"
"322VTE","Cuenta con Placa Anterior y Adeudos","229RJE",6,"2017"
"322VTE","Cuenta con Placa Anterior y Adeudos","229RJE",6,"2018"
"322VTE","Cuenta con Placa Anterior y Adeudos","229RJE",6,"2019"
"322VTE","Cuenta con Placa Anterior y Adeudos","229RJE",6,"2020"
"322VTE","Cuenta con Placa Anterior y Adeudos","229RJE",6,"2021"
"322VTF","Cuenta con Placa Anterior y Adeudos","766STM",6,"2016"
"322VTF","Cuenta con Placa Anterior y Adeudos","766STM",6,"2017"
"322VTF","Cuenta con Placa Anterior y Adeudos","766STM",6,"2018"
"322VTF","Cuenta con Placa Anterior y Adeudos","766STM",6,"2019"
"322VTF","Cuenta con Placa Anterior y Adeudos","766STM",6,"2020"
"322VTF","Cuenta con Placa Anterior y Adeudos","766STM",6,"2021"
"322VTG","Sin adeudos",NA,0,"0"
"322VTH","Adeudos",NA,6,"2016"
"322VTH","Adeudos",NA,6,"2017"
"322VTH","Adeudos",NA,6,"2018"
"322VTH","Adeudos",NA,6,"2019"
"322VTH","Adeudos",NA,6,"2020"
"322VTH","Adeudos",NA,6,"2021"
"322VTM","Sin adeudos",NA,0,"0"
"322VTN","Adeudos",NA,4,"2018"
"322VTN","Adeudos",NA,4,"2019"
"322VTN","Adeudos",NA,4,"2020"
"322VTN","Adeudos",NA,4,"2021"
"322VTP","Sin adeudos",NA,0,"0"
"322VTR","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO",NA,0,"0"
"322VTS","Adeudos",NA,4,"2018"
"322VTS","Adeudos",NA,4,"2019"
"322VTS","Adeudos",NA,4,"2020"
"322VTS","Adeudos",NA,4,"2021"
"322VTU","Adeudos",NA,5,"2017"
"322VTU","Adeudos",NA,5,"2018"
"322VTU","Adeudos",NA,5,"2019"
"322VTU","Adeudos",NA,5,"2020"
"322VTU","Adeudos",NA,5,"2021"
"322VTW","Sin adeudos",NA,0,"0"
"322VTZ","Adeudos",NA,6,"2016"
"322VTZ","Adeudos",NA,6,"2017"
"322VTZ","Adeudos",NA,6,"2018"
"322VTZ","Adeudos",NA,6,"2019"
"322VTZ","Adeudos",NA,6,"2020"
"322VTZ","Adeudos",NA,6,"2021"
"322VUA","Adeudos",NA,7,"2014"
"322VUA","Adeudos",NA,7,"2015"
"322VUA","Adeudos",NA,7,"2016"
"322VUA","Adeudos",NA,7,"2018"
"322VUA","Adeudos",NA,7,"2019"
"322VUA","Adeudos",NA,7,"2020"
"322VUA","Adeudos",NA,7,"2021"
"322VUC","Sin adeudos",NA,0,"0"
"322VUD","Adeudos",NA,5,"2017"
"322VUD","Adeudos",NA,5,"2018"
"322VUD","Adeudos",NA,5,"2019"
"322VUD","Adeudos",NA,5,"2020"
"322VUD","Adeudos",NA,5,"2021"
"322VUF","Cuenta con Placa Anterior y Adeudos","945MUZ",5,"2017"
"322VUF","Cuenta con Placa Anterior y Adeudos","945MUZ",5,"2018"
"322VUF","Cuenta con Placa Anterior y Adeudos","945MUZ",5,"2019"
"322VUF","Cuenta con Placa Anterior y Adeudos","945MUZ",5,"2020"
"322VUF","Cuenta con Placa Anterior y Adeudos","945MUZ",5,"2021"
"322VUG","Sin adeudos",NA,0,"0"
"322VUK","Adeudos",NA,5,"2017"
"322VUK","Adeudos",NA,5,"2018"
"322VUK","Adeudos",NA,5,"2019"
"322VUK","Adeudos",NA,5,"2020"
"322VUK","Adeudos",NA,5,"2021"
"322VUL","Sin adeudos",NA,0,"0"
"322VUS","Adeudos",NA,6,"2016"
"322VUS","Adeudos",NA,6,"2017"
"322VUS","Adeudos",NA,6,"2018"
"322VUS","Adeudos",NA,6,"2019"
"322VUS","Adeudos",NA,6,"2020"
"322VUS","Adeudos",NA,6,"2021"
"322VUV","Sin adeudos",NA,0,"0"
"322VVA","Adeudos",NA,6,"2016"
"322VVA","Adeudos",NA,6,"2017"
"322VVA","Adeudos",NA,6,"2018"
"322VVA","Adeudos",NA,6,"2019"
"322VVA","Adeudos",NA,6,"2020"
"322VVA","Adeudos",NA,6,"2021"
"322VVB","Sin adeudos",NA,0,"0"
"322VVC","Adeudos",NA,7,"2014"
"322VVC","Adeudos",NA,7,"2015"
"322VVC","Adeudos",NA,7,"2017"
"322VVC","Adeudos",NA,7,"2018"
"322VVC","Adeudos",NA,7,"2019"
"322VVC","Adeudos",NA,7,"2020"
"322VVC","Adeudos",NA,7,"2021"
"322VVD","Adeudos",NA,4,"2018"
"322VVD","Adeudos",NA,4,"2019"
"322VVD","Adeudos",NA,4,"2020"
"322VVD","Adeudos",NA,4,"2021"
"322VVJ","Adeudos",NA,6,"2016"
"322VVJ","Adeudos",NA,6,"2017"
"322VVJ","Adeudos",NA,6,"2018"
"322VVJ","Adeudos",NA,6,"2019"
"322VVJ","Adeudos",NA,6,"2020"
"322VVJ","Adeudos",NA,6,"2021"
"322VVR","Sin adeudos",NA,0,"0"
"322VVS","Sin adeudos",NA,0,"0"
"322VVT","Adeudos",NA,1,"2021"
"322VVX","Sin adeudos",NA,0,"0"
"322VVZ","Adeudos",NA,1,"2021"
"322VWC","Sin adeudos",NA,0,"0"
"322VWF","Adeudos",NA,6,"2015"
"322VWF","Adeudos",NA,6,"2017"
"322VWF","Adeudos",NA,6,"2018"
"322VWF","Adeudos",NA,6,"2019"
"322VWF","Adeudos",NA,6,"2020"
"322VWF","Adeudos",NA,6,"2021"
"322VWH","Adeudos",NA,5,"2017"
"322VWH","Adeudos",NA,5,"2018"
"322VWH","Adeudos",NA,5,"2019"
"322VWH","Adeudos",NA,5,"2020"
"322VWH","Adeudos",NA,5,"2021"
"322VWJ","Adeudos",NA,5,"2017"
"322VWJ","Adeudos",NA,5,"2018"
"322VWJ","Adeudos",NA,5,"2019"
"322VWJ","Adeudos",NA,5,"2020"
"322VWJ","Adeudos",NA,5,"2021"
"322VWM","Cuenta con Placa Anterior y Adeudos","731UZE",5,"2017"
"322VWM","Cuenta con Placa Anterior y Adeudos","731UZE",5,"2018"
"322VWM","Cuenta con Placa Anterior y Adeudos","731UZE",5,"2019"
"322VWM","Cuenta con Placa Anterior y Adeudos","731UZE",5,"2020"
"322VWM","Cuenta con Placa Anterior y Adeudos","731UZE",5,"2021"
"322VWR","Adeudos",NA,5,"2017"
"322VWR","Adeudos",NA,5,"2018"
"322VWR","Adeudos",NA,5,"2019"
"322VWR","Adeudos",NA,5,"2020"
"322VWR","Adeudos",NA,5,"2021"
"322VWS","Adeudos",NA,6,"2016"
"322VWS","Adeudos",NA,6,"2017"
"322VWS","Adeudos",NA,6,"2018"
"322VWS","Adeudos",NA,6,"2019"
"322VWS","Adeudos",NA,6,"2020"
"322VWS","Adeudos",NA,6,"2021"
"322VWU","Cuenta con Placa Anterior y Adeudos","657MJR",5,"2017"
"322VWU","Cuenta con Placa Anterior y Adeudos","657MJR",5,"2018"
"322VWU","Cuenta con Placa Anterior y Adeudos","657MJR",5,"2019"
"322VWU","Cuenta con Placa Anterior y Adeudos","657MJR",5,"2020"
"322VWU","Cuenta con Placa Anterior y Adeudos","657MJR",5,"2021"
"322VWW","Sin adeudos",NA,0,"0"
"322VWX","Sin adeudos",NA,0,"0"
"322VWZ","Cuenta con Placa Anterior y Adeudos","960PWY",6,"2016"
"322VWZ","Cuenta con Placa Anterior y Adeudos","960PWY",6,"2017"
"322VWZ","Cuenta con Placa Anterior y Adeudos","960PWY",6,"2018"
"322VWZ","Cuenta con Placa Anterior y Adeudos","960PWY",6,"2019"
"322VWZ","Cuenta con Placa Anterior y Adeudos","960PWY",6,"2020"
"322VWZ","Cuenta con Placa Anterior y Adeudos","960PWY",6,"2021"
"322VXA","Sin adeudos",NA,0,"0"
"322VXC","Cuenta con Placa Anterior y Adeudos","322VXC",3,"2019"
"322VXC","Cuenta con Placa Anterior y Adeudos","322VXC",3,"2020"
"322VXC","Cuenta con Placa Anterior y Adeudos","322VXC",3,"2021"
"322VXE","Adeudos",NA,5,"2016"
"322VXE","Adeudos",NA,5,"2018"
"322VXE","Adeudos",NA,5,"2019"
"322VXE","Adeudos",NA,5,"2020"
"322VXE","Adeudos",NA,5,"2021"
"322VXG","Sin adeudos",NA,0,"0"
"322VXJ","Cuenta con Placa Anterior y Adeudos","333STM",2,"2020"
"322VXJ","Cuenta con Placa Anterior y Adeudos","333STM",2,"2021"
"322VXK","Adeudos",NA,1,"2021"
"322VXM","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO",NA,0,"0"
"322VXR","Adeudos",NA,5,"2017"
"322VXR","Adeudos",NA,5,"2018"
"322VXR","Adeudos",NA,5,"2019"
"322VXR","Adeudos",NA,5,"2020"
"322VXR","Adeudos",NA,5,"2021"
"322VXS","Cuenta con Placa Anterior y Sin adeudos","322VXS",0,"0"
"322VXT","Sin adeudos",NA,0,"0"
"322VXX","Sin adeudos",NA,0,"0"
"322VXY","Adeudos",NA,5,"2017"
"322VXY","Adeudos",NA,5,"2018"
"322VXY","Adeudos",NA,5,"2019"
"322VXY","Adeudos",NA,5,"2020"
"322VXY","Adeudos",NA,5,"2021"
"322VXZ","Sin adeudos",NA,0,"0"
"322VYJ","Adeudos",NA,1,"2020"
"322VYL","Adeudos",NA,3,"2019"
"322VYL","Adeudos",NA,3,"2020"
"322VYL","Adeudos",NA,3,"2021"
"322VYS","Sin adeudos",NA,0,"0"
"322VYT","Sin adeudos",NA,0,"0"
"322VYV","Sin adeudos",NA,0,"0"
"322VYW","Adeudos",NA,5,"2017"
"322VYW","Adeudos",NA,5,"2018"
"322VYW","Adeudos",NA,5,"2019"
"322VYW","Adeudos",NA,5,"2020"
"322VYW","Adeudos",NA,5,"2021"
"322VYZ","Adeudos",NA,2,"2020"
"322VYZ","Adeudos",NA,2,"2021"
"322VZE","Sin adeudos",NA,0,"0"
"322VZG","Cuenta con Placa Anterior y Adeudos","945SGA",4,"2018"
"322VZG","Cuenta con Placa Anterior y Adeudos","945SGA",4,"2019"
"322VZG","Cuenta con Placa Anterior y Adeudos","945SGA",4,"2020"
"322VZG","Cuenta con Placa Anterior y Adeudos","945SGA",4,"2021"
"322VZM","Cuenta con Placa Anterior y Adeudos","768TBF",7,"2015"
"322VZM","Cuenta con Placa Anterior y Adeudos","768TBF",7,"2016"
"322VZM","Cuenta con Placa Anterior y Adeudos","768TBF",7,"2017"
"322VZM","Cuenta con Placa Anterior y Adeudos","768TBF",7,"2018"
"322VZM","Cuenta con Placa Anterior y Adeudos","768TBF",7,"2019"
"322VZM","Cuenta con Placa Anterior y Adeudos","768TBF",7,"2020"
"322VZM","Cuenta con Placa Anterior y Adeudos","768TBF",7,"2021"
"322VZS","Sin adeudos",NA,0,"0"
"322VZV","Cuenta con Placa Anterior y Adeudos","636MCN",6,"2016"
"322VZV","Cuenta con Placa Anterior y Adeudos","636MCN",6,"2017"
"322VZV","Cuenta con Placa Anterior y Adeudos","636MCN",6,"2018"
"322VZV","Cuenta con Placa Anterior y Adeudos","636MCN",6,"2019"
"322VZV","Cuenta con Placa Anterior y Adeudos","636MCN",6,"2020"
"322VZV","Cuenta con Placa Anterior y Adeudos","636MCN",6,"2021"
"322VZX","Adeudos",NA,4,"2017"
"322VZX","Adeudos",NA,4,"2019"
"322VZX","Adeudos",NA,4,"2020"
"322VZX","Adeudos",NA,4,"2021"
"322WAD","Cuenta con Placa Anterior y Adeudos","422SNA",2,"2020"
"322WAD","Cuenta con Placa Anterior y Adeudos","422SNA",2,"2021"
"322WAH","Adeudos",NA,4,"2018"
"322WAH","Adeudos",NA,4,"2019"
"322WAH","Adeudos",NA,4,"2020"
"322WAH","Adeudos",NA,4,"2021"
"322WAJ","Sin adeudos",NA,0,"0"
"322WAK","Adeudos",NA,2,"2020"
"322WAK","Adeudos",NA,2,"2021"
"322WAL","Adeudos",NA,5,"2017"
"322WAL","Adeudos",NA,5,"2018"
"322WAL","Adeudos",NA,5,"2019"
"322WAL","Adeudos",NA,5,"2020"
"322WAL","Adeudos",NA,5,"2021"
"322WAR","Adeudos",NA,5,"2017"
"322WAR","Adeudos",NA,5,"2018"
"322WAR","Adeudos",NA,5,"2019"
"322WAR","Adeudos",NA,5,"2020"
"322WAR","Adeudos",NA,5,"2021"
"322WAT","Adeudos",NA,6,"2016"
"322WAT","Adeudos",NA,6,"2017"
"322WAT","Adeudos",NA,6,"2018"
"322WAT","Adeudos",NA,6,"2019"
"322WAT","Adeudos",NA,6,"2020"
"322WAT","Adeudos",NA,6,"2021"
"322WAU","Adeudos",NA,6,"2016"
"322WAU","Adeudos",NA,6,"2017"
"322WAU","Adeudos",NA,6,"2018"
"322WAU","Adeudos",NA,6,"2019"
"322WAU","Adeudos",NA,6,"2020"
"322WAU","Adeudos",NA,6,"2021"
"322WAY","Adeudos",NA,1,"2021"
"322WBC","Sin adeudos",NA,0,"0"
"322WBE","Sin adeudos",NA,0,"0"
"322WBJ","Adeudos",NA,5,"2017"
"322WBJ","Adeudos",NA,5,"2018"
"322WBJ","Adeudos",NA,5,"2019"
"322WBJ","Adeudos",NA,5,"2020"
"322WBJ","Adeudos",NA,5,"2021"
"322WBL","Sin adeudos",NA,0,"0"
"322WBN","Adeudos",NA,5,"2017"
"322WBN","Adeudos",NA,5,"2018"
"322WBN","Adeudos",NA,5,"2019"
"322WBN","Adeudos",NA,5,"2020"
"322WBN","Adeudos",NA,5,"2021"
"322WBP","Adeudos",NA,6,"2016"
"322WBP","Adeudos",NA,6,"2017"
"322WBP","Adeudos",NA,6,"2018"
"322WBP","Adeudos",NA,6,"2019"
"322WBP","Adeudos",NA,6,"2020"
"322WBP","Adeudos",NA,6,"2021"
"322WBR","Sin adeudos",NA,0,"0"
"322WBU","Adeudos",NA,2,"2020"
"322WBU","Adeudos",NA,2,"2021"
"322WBX","Adeudos",NA,5,"2017"
"322WBX","Adeudos",NA,5,"2018"
"322WBX","Adeudos",NA,5,"2019"
"322WBX","Adeudos",NA,5,"2020"
"322WBX","Adeudos",NA,5,"2021"
"322WBY","Adeudos",NA,6,"2016"
"322WBY","Adeudos",NA,6,"2017"
"322WBY","Adeudos",NA,6,"2018"
"322WBY","Adeudos",NA,6,"2019"
"322WBY","Adeudos",NA,6,"2020"
"322WBY","Adeudos",NA,6,"2021"
"322WBZ","Sin adeudos",NA,0,"0"
"322WCF","Adeudos",NA,3,"2019"
"322WCF","Adeudos",NA,3,"2020"
"322WCF","Adeudos",NA,3,"2021"
"322WCJ","Sin adeudos",NA,0,"0"
"322WCK","Cuenta con Placa Anterior y Adeudos","363UVX",1,"2021"
"322WCP","Adeudos",NA,3,"2019"
"322WCP","Adeudos",NA,3,"2020"
"322WCP","Adeudos",NA,3,"2021"
"322WCR","Adeudos",NA,7,"2014"
"322WCR","Adeudos",NA,7,"2015"
"322WCR","Adeudos",NA,7,"2016"
"322WCR","Adeudos",NA,7,"2017"
"322WCR","Adeudos",NA,7,"2018"
"322WCR","Adeudos",NA,7,"2019"
"322WCR","Adeudos",NA,7,"2020"
"322WCV","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO",NA,0,"0"
"322WCY","Sin adeudos",NA,0,"0"
"322WDB","Adeudos",NA,3,"2019"
"322WDB","Adeudos",NA,3,"2020"
"322WDB","Adeudos",NA,3,"2021"
"322WDD","Cuenta con Placa Anterior y Sin adeudos","654TAU",0,"0"
"322WDJ","Adeudos",NA,3,"2019"
"322WDJ","Adeudos",NA,3,"2020"
"322WDJ","Adeudos",NA,3,"2021"
"322WDK","Adeudos",NA,6,"2016"
"322WDK","Adeudos",NA,6,"2017"
"322WDK","Adeudos",NA,6,"2018"
"322WDK","Adeudos",NA,6,"2019"
"322WDK","Adeudos",NA,6,"2020"
"322WDK","Adeudos",NA,6,"2021"
"322WDM","Cuenta con Placa Anterior y Sin adeudos","544VKT",0,"0"
"322WDP","Cuenta con Placa Anterior y Sin adeudos","274SHC",0,"0"
"322WDR","Sin adeudos",NA,0,"0"
"322WDV","Adeudos",NA,1,"2021"
"322WDW","Adeudos",NA,3,"2019"
"322WDW","Adeudos",NA,3,"2020"
"322WDW","Adeudos",NA,3,"2021"
"322WDX","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO",NA,0,"0"
"322WDY","Adeudos",NA,2,"2020"
"322WDY","Adeudos",NA,2,"2021"
"322WDZ","El número de placa no se localizó en el padrón",NA,0,"0"
"322WEC","Adeudos",NA,1,"2021"
"322WEG","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO",NA,0,"0"
"322WEH","Adeudos",NA,6,"2016"
"322WEH","Adeudos",NA,6,"2017"
"322WEH","Adeudos",NA,6,"2018"
"322WEH","Adeudos",NA,6,"2019"
"322WEH","Adeudos",NA,6,"2020"
"322WEH","Adeudos",NA,6,"2021"
"322WEJ","Sin adeudos",NA,0,"0"
"322WEL","Adeudos",NA,7,"2014"
"322WEL","Adeudos",NA,7,"2015"
"322WEL","Adeudos",NA,7,"2016"
"322WEL","Adeudos",NA,7,"2018"
"322WEL","Adeudos",NA,7,"2019"
"322WEL","Adeudos",NA,7,"2020"
"322WEL","Adeudos",NA,7,"2021"
"322WEP","Sin adeudos",NA,0,"0"
"322WES","Sin adeudos",NA,0,"0"
"322WEU","Sin adeudos",NA,0,"0"
"322WEW","Cuenta con Placa Anterior y Sin adeudos","322WEW",0,"0"
"322WEX","Adeudos",NA,3,"2019"
"322WEX","Adeudos",NA,3,"2020"
"322WEX","Adeudos",NA,3,"2021"
"322WEZ","Sin adeudos",NA,0,"0"
"322WFA","Adeudos",NA,5,"2017"
"322WFA","Adeudos",NA,5,"2018"
"322WFA","Adeudos",NA,5,"2019"
"322WFA","Adeudos",NA,5,"2020"
"322WFA","Adeudos",NA,5,"2021"
"322WFB","Sin adeudos",NA,0,"0"
"322WFD","Cuenta con Placa Anterior y Sin adeudos","950TWL",0,"0"
"322WFK","Adeudos",NA,6,"2016"
"322WFK","Adeudos",NA,6,"2017"
"322WFK","Adeudos",NA,6,"2018"
"322WFK","Adeudos",NA,6,"2019"
"322WFK","Adeudos",NA,6,"2020"
"322WFK","Adeudos",NA,6,"2021"
"322WFP","Adeudos",NA,1,"2021"
"322WFR","Adeudos",NA,6,"2015"
"322WFR","Adeudos",NA,6,"2016"
"322WFR","Adeudos",NA,6,"2018"
"322WFR","Adeudos",NA,6,"2019"
"322WFR","Adeudos",NA,6,"2020"
"322WFR","Adeudos",NA,6,"2021"
"322WFS","Adeudos",NA,4,"2018"
"322WFS","Adeudos",NA,4,"2019"
"322WFS","Adeudos",NA,4,"2020"
"322WFS","Adeudos",NA,4,"2021"
"322WFU","Sin adeudos",NA,0,"0"
"322WFV","Adeudos",NA,5,"2017"
"322WFV","Adeudos",NA,5,"2018"
"322WFV","Adeudos",NA,5,"2019"
"322WFV","Adeudos",NA,5,"2020"
"322WFV","Adeudos",NA,5,"2021"
"322WFX","Adeudos",NA,2,"2020"
"322WFX","Adeudos",NA,2,"2021"
"322WFY","Sin adeudos",NA,0,"0"
"322WFZ","Sin adeudos",NA,0,"0"
"322WGC","Adeudos",NA,5,"2017"
"322WGC","Adeudos",NA,5,"2018"
"322WGC","Adeudos",NA,5,"2019"
"322WGC","Adeudos",NA,5,"2020"
"322WGC","Adeudos",NA,5,"2021"
"322WGD","Sin adeudos",NA,0,"0"
"322WGH","Adeudos",NA,5,"2017"
"322WGH","Adeudos",NA,5,"2018"
"322WGH","Adeudos",NA,5,"2019"
"322WGH","Adeudos",NA,5,"2020"
"322WGH","Adeudos",NA,5,"2021"
"322WGJ","Adeudos",NA,4,"2018"
"322WGJ","Adeudos",NA,4,"2019"
"322WGJ","Adeudos",NA,4,"2020"
"322WGJ","Adeudos",NA,4,"2021"
"322WGK","Sin adeudos",NA,0,"0"
"322WGP","Sin adeudos",NA,0,"0"
"322WGR","Adeudos",NA,2,"2020"
"322WGR","Adeudos",NA,2,"2021"
"322WGS","Sin adeudos",NA,0,"0"
"322WGU","Adeudos",NA,4,"2018"
"322WGU","Adeudos",NA,4,"2019"
"322WGU","Adeudos",NA,4,"2020"
"322WGU","Adeudos",NA,4,"2021"
"322WGW","Adeudos",NA,5,"2017"
"322WGW","Adeudos",NA,5,"2018"
"322WGW","Adeudos",NA,5,"2019"
"322WGW","Adeudos",NA,5,"2020"
"322WGW","Adeudos",NA,5,"2021"
"322WGY","Adeudos",NA,7,"2014"
"322WGY","Adeudos",NA,7,"2016"
"322WGY","Adeudos",NA,7,"2017"
"322WGY","Adeudos",NA,7,"2018"
"322WGY","Adeudos",NA,7,"2019"
"322WGY","Adeudos",NA,7,"2020"
"322WGY","Adeudos",NA,7,"2021"
"322WHA","Sin adeudos",NA,0,"0"
"322WHB","Adeudos",NA,5,"2017"
"322WHB","Adeudos",NA,5,"2018"
"322WHB","Adeudos",NA,5,"2019"
"322WHB","Adeudos",NA,5,"2020"
"322WHB","Adeudos",NA,5,"2021"
"322WHC","Adeudos",NA,4,"2018"
"322WHC","Adeudos",NA,4,"2019"
"322WHC","Adeudos",NA,4,"2020"
"322WHC","Adeudos",NA,4,"2021"
"322WHD","Sin adeudos",NA,0,"0"
"322WHE","Sin adeudos",NA,0,"0"
"322WHM","Adeudos",NA,6,"2016"
"322WHM","Adeudos",NA,6,"2017"
"322WHM","Adeudos",NA,6,"2018"
"322WHM","Adeudos",NA,6,"2019"
"322WHM","Adeudos",NA,6,"2020"
"322WHM","Adeudos",NA,6,"2021"
"322WHN","Adeudos",NA,4,"2018"
"322WHN","Adeudos",NA,4,"2019"
"322WHN","Adeudos",NA,4,"2020"
"322WHN","Adeudos",NA,4,"2021"
"322WHR","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO",NA,0,"0"
"322WHT","Adeudos",NA,5,"2017"
"322WHT","Adeudos",NA,5,"2018"
"322WHT","Adeudos",NA,5,"2019"
"322WHT","Adeudos",NA,5,"2020"
"322WHT","Adeudos",NA,5,"2021"
"322WHU","Adeudos",NA,6,"2016"
"322WHU","Adeudos",NA,6,"2017"
"322WHU","Adeudos",NA,6,"2018"
"322WHU","Adeudos",NA,6,"2019"
"322WHU","Adeudos",NA,6,"2020"
"322WHU","Adeudos",NA,6,"2021"
"322WHY","Adeudos",NA,7,"2014"
"322WHY","Adeudos",NA,7,"2016"
"322WHY","Adeudos",NA,7,"2017"
"322WHY","Adeudos",NA,7,"2018"
"322WHY","Adeudos",NA,7,"2019"
